105.0196,97.4029,96.1955,91.4159,91.5473,89.7377,93.6904,87.5577,93.7819,95.0450
79.0392,75.0646,78.4000,80.6831,78.1842,80.0841,76.5228,81.1343,76.0769,77.7113
71.8081,63.7777,66.9882,71.7062,61.3835,72.4726,72.8529,67.7156,71.2594,60.7614
64.2149,60.5733,58.4252,56.8630,56.2545,54.4946,61.7291,55.2531,57.5819,59.3374
54.7054,46.2536,47.1716,47.0082,51.0404,49.9508,50.2080,44.6940,49.2357,50.0222
39.8604,37.9276,38.2562,39.1656,39.6402,37.2497,37.4080,39.7294,38.7515,38.5315
29.0828,28.3800,26.7165,27.0025,28.8686,28.4917,27.7758,28.7999,28.7168,28.2066
19.4462,20.4125,18.4004,18.2750,17.9304,19.0426,18.8339,18.2775,18.7732,19.3751
8.7356,9.1341,8.4607,9.1588,8.7413,8.7970,8.5797,9.1173,8.9498,8.6472
3.9633,4.1980,4.2807,4.2291,4.1218,4.3254,4.0688,4.2921,4.2213,4.0631
